text,topic,label
Sister Wives' Meri Brown Alleges Ex Kody Brown Asked Her to Sign a NDA,Entertainment,real
Summer House Star Kyle Cooke Addresses Amanda Batula Divorce Rumors,Entertainment,real
Kim Kardashian Shares BTS Look at Bar Prep After Failing Legal Exam,Entertainment,real
New York Jets Player Kris Boyd Hospitalized After Midtown Shooting,Entertainment,real
Glen Powell Brings UPS Driver to SNL 4 Years After Canceled Host Stint,Entertainment,real
Southern Charm's Madison LeCroy Involved In Car Crash at BravoCon 2025,Entertainment,real
35+ Must-See Walmart Black Friday Furniture Deals You Can’t Miss,Entertainment,real
These Secrets About Home Alone Will Leave You Thirsty for More,Entertainment,real
"A $100 Quince Bag That Looks Like $3,500 Bottega? Yep, We Found It",Entertainment,real
Inside Serena Williams Love All Story With Alexis Ohanian,Entertainment,real
Inside Pete Davidson and Pregnant Elsie Hewitt's Whirlwind Love Story,Entertainment,real
These Wicked Secrets Will Have You Dancing Through Life,Entertainment,real
The Real Story Behind Teresa Giudice & Joe Gorga's Reconciliation,Entertainment,real
Will Jan Ravnik Return to Dancing With the Stars? He Says...,Entertainment,real
Mercedes Javid Reveals Where She & Tommy Feight Stand Amid Divorce,Entertainment,real
Grey's Anatomy Star James Pickens Jr. Shares Prostate Cancer Diagnosis,Entertainment,real
"Camille Grammer Epically Thanks Ex Kelsey Grammer For ""Frasier Money""",Entertainment,real
"Sophie Grégoire Trudeau Reacts to Justin Trudeau, Katy Perry Romance",Entertainment,real
Adidas Early Black Friday: Get Sambas for Just $70 (Regularly $100),Entertainment,real
"RHOSLC's Lisa Barlow Slams Costars' ""Desperate"" Lies About Her",Entertainment,real
RHONJ's Melissa Gorga Shares Shocking Update on Teresa Giudice Feud,Entertainment,real
Cardi B Hints At Name of New Baby With Stefon Diggs,Entertainment,real
VPR's Tom Sandoval Makes Rare Comment About Ex Ariana Madix,Entertainment,real
Southern Charm's Austen Kroll Confirms Audrey Pratt Breakup,Entertainment,real
Diamond Gift Guide: 10 Must-Have Jewelry Classics at Every Price Point,Entertainment,real
"Britney Spears Hangs Out With Kim Kardashian, Khloe Kardashian",Entertainment,real
Walmart Early Access Beauty Deals Under $50 Are Live,Entertainment,real
"Meghan Trainor's Confessions About Her Boob Job, Weight Loss & More",Entertainment,real
Inside Eddie Murphy's Family Tree—Which Now Includes Martin Lawrence,Entertainment,real
Kris Jenner Shares Personal Goals After Birthday Milestone,Entertainment,real
‘Now You See Me: Now You Don’t’ Has Tricks Up Its Sleeve,Entertainment,real
"For ‘The Running Man,’ Colman Domingo Is Your Host",Entertainment,real
‘Nouvelle Vague’: All the References Explained,Entertainment,real
Today’s Top Directors Have Some Issues With Gen Z,Entertainment,real
SAG Awards Changes Its Name to the Actor Awards,Entertainment,real
"In Death, Poet Andrea Gibson Gets a Film That Celebrates Life",Entertainment,real
Eddie Murphy Addresses ‘S.N.L.’ Feud in “Being Eddie” Documentary,Entertainment,real
11 New Movies Our Critics Are Talking About This Week,Entertainment,real
"Homayoun Ershadi, 78, Dies; ‘Kite Runner’ and ‘Taste of Cherry’ Star",Entertainment,real
"Leslie Odom Jr., Back in the Room Where It Happens",Entertainment,real
"Elizabeth Franz, Versatile Tony-Winning Actress, Is Dead at 84",Entertainment,real
Five International Movies to Stream Now,Entertainment,real
‘Come See Me in the Good Light’: The Sweetness After a Terminal Diagnosis,Entertainment,real
"‘A Very Jonas Christmas Movie’ Review: O Come, All Ye Faithful",Entertainment,real
"Sofia Coppola Honored at MoMA Benefit With Elle Fanning, Bill Murray and David Letterman",Entertainment,real
‘The Running Man’ Review: Glen Powell Plays for His Life,Entertainment,real
‘Nouvelle Vague’ Review: Richard Linklater’s Ode to ‘Breathless’,Entertainment,real
‘Viridiana’ Was Luis Buñuel’s Revenge,Entertainment,real
‘The Things You Kill’ Review: A Tragedy Turns Surreal,Entertainment,real
‘Rebuilding’ Review: When Life Bucks You Off,Entertainment,real
"‘Now You See Me: Now You Don’t’ Review: Magic, the Gathering",Entertainment,real
"‘Keeper’ Review: You Can Get In, but You Can’t Get Out",Entertainment,real
‘King Ivory’ Review: Oklahoma Turns Gangland,Entertainment,real
‘The Carpenter’s Son’ Review: The First Temptation of Christ?,Entertainment,real
‘Bunny’ Review: Doing the Right Thing,Entertainment,real
‘Being Eddie’ Review: Eddie Murphy Looks Back,Entertainment,real
‘Arco’ Review: A Technicolor Apocalypse,Entertainment,real
"Sally Kirkland, Scene-Stealing Actress, Dies at 84",Entertainment,real
Hollywood Bowl Names Its Stage for John Williams,Entertainment,real
Pope Leo Shares His Favorite Movies Ahead of Vatican Event,Entertainment,real
How Brawling Dramas Take the Fight to the Oscars,Entertainment,real
"Tatsuya Nakadai, Japanese Star Known for ‘Ran’ and Other Classics, Dies at 92",Entertainment,real
"Aidan Zamiri is Directing Timothée Chalamet, Charli XCX & More of Today’s Hottest Stars",Entertainment,real
RSV hospitalization rate for seniors is 10 times higher than usual for this point in the season,Health,real
"Covid-19 boosters could keep thousands of kids out of hospitals, but uptake remains low",Health,real
Experimental therapy gantenerumab fails to slow or improve Alzheimer's memory loss in clinical trials,Health,real
"US gets D+ grade for rising preterm birth rates, new report finds",Health,real
"Desperate for heart surgery for their baby, a family feels the effects of pediatric hospital shortages",Health,real
Fuzzy first photo of a black hole gets a sharp makeover,Health,real
Paper airplane breaks a world distance record,Health,real
This bat fossil could fill in a piece of the evolutionary puzzle,Health,real
How long you can use vintage Tupperware,Health,real
Why we have nightmares and how to stop them,Health,real
Your guide to finding the right Theragun massage gun for you,Health,real
8 activewear brands you should add to your workout wardrobe,Health,real
The best coupons at CVS Pharmacy,Health,real
The planet is getting hotter fast. This is what happens to your body in extreme heat,Health,real
"What a medication abortion is like, according to a doctor",Health,real
How to cool down without AC,Health,real
"The benefits of 'body doubling' when you have ADHD, according to experts",Health,real
"If you think you can't focus for long, you're right",Health,real
"What you should know if there's no sexual attraction for your partner, according to a therapist",Health,real
Wheelchair? Hearing Aids? Yes. ‘Disabled’? No Way.,Health,real
Infant Formula Company Tied to Botulism Outbreak Had Known Problems,Health,real
"Bird Flu Ravaged the World’s Largest Elephant Seal Population, Study Finds",Health,real
Scientists Grow More Hopeful About Ending a Global Organ Shortage,Health,real
F.D.A. Names Agency Veteran to Run Drug Division,Health,real
The Young Women Grappling With an ‘Old Man’s Disease’,Health,real
"Overlooked No More: Sabina Spielrein, Visionary Lost Between Freud and Jung",Health,real
"Arline Bronzaft, Who Campaigned for a Quieter City, Dies at 89",Health,real
How Unemployment Can Take a Toll on Our Mental Health,Health,real
What Are Antidepressants Doing to Teen Sexual Development,Health,real
Infant Formula Recall Expands as Botulism Outbreak Grows,Health,real
"Nolan Williams, Who Stimulated the Brain to Treat Depression, Dies at 43",Health,real
"For Parents of Children With Autism, There Are No Easy Answers",Health,real
F.D.A. Will Remove Black Box Warnings From Hormone Treatments for Menopause,Health,real
"NASA, European Partners Set to Launch Sentinel-6B Earth Satellite",Science,real
"6 Things to Know From NASA About New US, European Sea Satellite",Science,real
NASA Sets Launch Coverage for International Ocean Tracking Mission,Science,real
Mapping Dark Matter,Science,real
NASA Glenn Teams Win 2025 R&D 100 Awards,Science,real
Hubble Studies Star Ages in Colorful Galaxy,Science,real
"NASA, Blue Origin Launch Two Spacecraft to Study Mars, Solar Wind",Science,real
"Curiosity Blog, Sols 4702-4708: It’s Only Spooky Here on Earth Today!",Science,real
"Curiosity Blog, Sols 4695-4701: Searching for Answers at Monte Grande",Science,real
"Curiosity Blog, Sols 4689-4694: Drill in the Boxwork Unit is GO!",Science,real
How to Watch the Leonids Meteor Shower Reach Its Peak,Science,real
Blue Origin Lands Booster After Rocket Launch and Matches SpaceX’s Feat,Science,real
"The Dogs of 8,000 B.C. Were Amazingly Diverse",Science,real
The ‘Lost Sisters’ of the Pleiades Fill the Entire Night Sky,Science,real
How Many People Die in India From Hot Weather? Nobody Really Knows.,Science,real
Trump Administration Revokes Biden Ban on Drilling and Mining in Alaska Wilderness,Science,real
"Greenhouse Gas Emissions Head for a Record in 2025, Global Carbon Project Reports",Science,real
How to See the Northern Lights on Wednesday,Science,real
"Visiting Leiden, Canals and Charm Without the Crowds of Amsterdam",Science,real
"Northern Lights Bring Dazzling Views to Northeast U.S. and Across Canada, With More Possible Tonight",Science,real
There’s a New Forecast for Peak Oil Demand. It’s Increasingly Cloudy.,Science,real
Newsom in the Spotlight at the Climate Conference That Trump Decided to Skip,Science,real
Trump Is Said to Propose Opening California Coast to Oil Drilling,Science,real
How a Sea Creature’s Fossils Show All the Colors of the Rainbow,Science,real
"At COP30 in Belém, Brazil, Chinese Technology Is Shifting Climate Politics",Science,real
Why Everyone Wants to Meet the ‘World’s Most Boring Man’,Science,real
Scientists Create 3.3 Trillion Degree Particle Soup to Mimic the Universe Just after the Big Bang,Science,real
Life Expectancy with Type 1 Diabetes Varies Dramatically by Nation,Science,real
Amelia Earhart Records Released by U.S. Spy Agency,Science,real
Scientists Unearth Mysterious Meteorite Crater in China,Science,real
Man With Tick-Borne Meat Allergy Dies after Eating Burger,Science,real
Sun Continues Celestial Fireworks Display with Powerful Solar Flare,Science,real
New Glenn Rocket Launch Tests Jared Isaacman’s Commercial Space Vision for NASA,Science,real
Woolly Mammoth Unlocks Reveals the World’s Oldest RNA,Science,real
"Stranded Chinese Astronauts Return to Earth, but Space Junk Threats Remain",Science,real
Raccoons Are Showing Early Signs of Domestication,Science,real
Global Study Reveals Best Cities for Walking and Cycling,Science,real
We Had a Name for ‘Galaxies’ before We Knew They Existed,Science,real
A New Kind of Vaccine Offers Hope for Surviving Pancreatic Cancer,Science,real
Blue Origin’s NASA Launch to Mars Is a Shot across the Bow for Elon Musk’s SpaceX,Science,real
Are Turkeys at Risk of Bird Flu This Thanksgiving?,Science,real
Dog Skull Analysis Rewrites Evolution of Humanity's Best Friend,Science,real
Jeffrey Epstein E-mails Reveal Ties to Prominent Scientists,Science,real
‘Godfather of AI’ Breaks Major Science Research Record,Science,real
What Causes Cancer? Maud Slye Thought She Had the answer and a Way to Stop It,Science,real
Chinese Expedition Reveals Unexplored Section of Mysterious Arctic Ocean Ridge,Science,real
Scientists Might Soon Predict the Ocean’s Rogue Waves,Science,real
CIA Kryptos Puzzle Creator Releases Final Clues,Science,real
Heat Waves Will Be Less Extreme because of Paris Climate Agreement,Science,real
The Epstein-Barr Virus May Cause Lupus,Science,real
"IEA Now Predicts Oil and Gas Demand Will Rise beyond 2030, Departing from Previous Forecasts",Science,real
Northern Lights Dazzle U.S. Skies after Powerful Solar Storm,Science,real
How to Identify a Prime Number without a Computer,Science,real
Can Talking to an AI Version of a Loved One Help You Grieve?,Science,real
Powerful Solar Storm Could Trigger Far-Reaching Auroras across U.S.,Science,real
"Learning Another Language May Slow Brain Aging, Huge New Study Finds",Science,real
China’s Stranded Astronauts Are Safe—For Now. But How Will They Get Home?,Science,real
The World’s Largest Wind Turbine Will Smash Previous Records,Science,real
Canada Just Lost Its Measles-Free Status. The U.S. Could Soon Follow,Science,real
FDA Strips Breast Cancer Warning from Menopause Hormone Therapy,Science,real
Is Space the Place for Earth’s Next Evolutionary Leap?,Science,real
Not Everyone with Schizophrenia Hears Voices. Here’s Why,Science,real
Mathematicians’ Chalkboard Writing Shows When Inspiration Strikes,Science,real
Exploring Food Texture and Taste Perception with Kendra Pierre-Louis,Science,real
AI Slop—How Every Media Revolution Breeds Rubbish and Art,Science,real
Rubin Observatory Discovers Surprise ‘Tail’ on Iconic Galaxy,Science,real
"James Watson, Co-Discoverer of DNA’s Structure, Dead at Age 97",Science,real
Early Arctic Cold Snap Could Break Decades-Old Temperature Records,Science,real
China's Stranded Astronauts Show the Dangers of Space Junk,Science,real
What FAA’s Flight Reduction Plan Means for Safety and Cancellations,Science,real
World’s Largest Spider Web Discovered in Bizarre Sulfur Cave,Science,real
Why Is the Milky Way Warped?,Science,real
"Tom Zeller, Jr., on Migraine Research, Gender Bias and the Cultural Stigma of Headaches",Science,real
Study Suggests COVID Pandemic May Have Aged Everyone’s Brain,Science,real
Two Vaquita Calves Offer Flicker of Hope for Most Endangered Porpoises on Earth,Science,real
AI Decodes Visual Brain Activity—And Writes Captions for It,Science,real
British Churches Are Putting Their Faith in Heat Pumps,Science,real
The Physics of the Northern Lights,Science,real
"If the US Has to Build Data Centers, Here’s Where They Should Go",Science,real
The First Radio Signal From Comet 3I/Atlas Ends the Debate About Its Nature,Science,real
The Mysterious Math Behind the Brazilian Butt Lift,Science,real
The Hidden Math of Ocean Waves,Science,real
A Gene-Editing Therapy Cut Cholesterol Levels by Half,Science,real
Trump’s Hatred of EVs Is Making Gas Cars More Expensive,Science,real
Unpicking How to Measure the Complexity of Knots,Science,real
How to Follow the Trajectory of Comet 3I/Atlas,Science,real
Blood Tests for Alzheimer’s Are Here,Science,real
"A New Type of Opioid Is Killing People in the US, Europe, and Australia",Science,real
A New Light-Based Cancer Treatment Kills Tumor Cells and Spares Healthy Ones,Science,real
How to Watch the Leonids Meteor Shower,Science,real
Physicists Create a Thermometer for Measuring ‘Quantumness’,Science,real
"Some on-air claims about Dominion Voting Systems were false, Fox News acknowledges in statement after deal is announced",General,real
Dominion still has pending lawsuits against election deniers such as Rudy Giuliani and Sidney Powell,General,real
Here are the 20 specific Fox broadcasts and tweets Dominion says were defamatory,General,real
Judge in Fox News-Dominion defamation trial: 'The parties have resolved their case',General,real
'Difficult to say with a straight face': Tapper reacts to Fox News' statement on settlement,General,real
Millions in the US could face massive consequences unless McCarthy can navigate out of a debt trap he set for Biden,General,real
White homeowner accused of shooting a Black teen who rang his doorbell turns himself in to face criminal charges,General,real
Newly released video shows scene of Jeremy Renner's snowplow accident,General,real
Jake Gyllenhaal and Jamie Lee Curtis spent the Covid-19 lockdown together,General,real
"Toddler crawls through White House fence, prompts Secret Service response",General,real
Jamie Foxx remains hospitalized nearly a week after 'medical complication',General,real
A 13-year-old dies after participating in a Benadryl TikTok 'challenge',General,real
See pizza delivery guy take out suspect fleeing police,General,real
Netflix is winding down its DVD business after 25 years,General,real
FTC chair Lina Khan warns AI could 'turbocharge' fraud and scams,General,real
"Eating too much of these foods is driving the rise in type 2 diabetes, study says",General,real
ADHD medication abuse in schools is a 'wake-up call',General,real
Apple CEO was presented with an original Macintosh. See his reaction,General,real
Democrats bash Justice Clarence Thomas but their plan to investigate ethics allegations is unclear,General,real
"Russia is 'going backwards' in equipment and deploying post WWII-era tanks, according to Western officials",General,real
Two Russians claiming to be former Wagner commanders admit killing children and civilians in Ukraine,General,real
'My stomach is hurting from laughing': Hear panelist's reaction to DeSantis' threat to Disney,General,real
GOP prepared to block vote to replace Feinstein on Senate Judiciary,General,real
Oklahoma governor calls on officials to resign over recording of racist and threatening remarks,General,real
McCarthy slams Biden in handling of US debt,General,real
US warns Russia not to touch American nuclear technology at Ukrainian nuclear plant,General,real
Repeated gunshots fired on live TV as ex-lawmaker shot by assassins,General,real
FDA clears the way for additional bivalent boosters for certain vulnerable individuals,General,real
Maine authorities detained a person of interest after 4 people were found dead in a home and 3 others shot while driving,General,real
Southwest says flights resumed after delays caused by 'tech issues',General,real
Damar Hamlin cleared to resume football activities after January cardiac arrest,General,real
Pilot makes history after landing on top of a 56-story hotel,General,real
Top US Navy admiral defends non-binary sailor amid some Republican criticism,General,real
Fulton County DA says fake Trump electors are incriminating one another and wants lawyer disqualified,General,real
High speed trains are racing across the world. But not in America,General,real
Podcast: One country musician is calling for other artists to oppose assault rifles,General,real
Here's what you need to know if you haven't filed your return yet — and even if you have,General,real
"Undocumented immigrants are paying their taxes today, too",General,real
Opinion: Why millionaires like us want to pay more in taxes,General,real
'World's longest' purpose-built cycling tunnel opens in Norway,General,real
Artist rejects photo prize after AI-generated image wins award,General,real
These ships disappeared in Lake Superior a century ago. Watch as they're found again,General,real
Erotic images of seniors show sex and intimacy in new light,General,real
"China's economy is off to a solid start, rising 4.5% in Q1 2023",General,real
"Even when wives make as much as husbands, they still do more at home",General,real
McDonald's is upgrading its burgers,General,real
Google-parent stock drops on fears it could lose search market share to AI-powered rivals,General,real
Bidets save you money and reduce waste — we tested the best options out there,General,real
50+ products to make your life easier and our planet cleaner,General,real
Mother's Day is around the corner. Here are 50+ thoughtful gifts she'll love,General,real
"A head-to-toe guide of how men should dress this spring, and where they should shop",General,real
42 of the most useful travel products you can buy on Amazon,General,real
The 7 best high-yield savings accounts of April 2023,General,real
Taxes are due tomorrow. Here's how to file for an extension,General,real
Composting is an easy way to reduce food waste. Here's how to do it,General,real
We stopped using aluminum foil for cooking and you should too. Here's what to use instead,General,real
The beloved Dyson Supersonic hair dryer is at its lowest price ever,General,real
"Everything you need to know about Way Day 2023, Wayfair's biggest sale of the year",General,real
The 10 best Amazon deals to shop this week,General,real
Mifepristone saved my life,General,real
The 2024 presidential alternative many voters will want,General,real
Why isn't the House Judiciary Committee looking into Thomas?,General,real
Top secrets come spilling out,General,real
How did Sudan go from casting off despotic rule to this?,General,real
Michelle Yeoh set to return in new 'Star Trek' movie,General,real
Recap: 'Succession' finds dark humor in the aftershocks,General,real
"'Yellowjackets' leans hard into '90s music nostalgia, and we're here for it",General,real
Jeremy Renner revisits 'the amazing group of people' who helped him recover from his accident,General,real
Review: 'Barry' takes a whack at its farewell season,General,real
"U.S. Border Patrol Arrested 81 People in Charlotte, N.C.",General,real
"New International Student Enrollment Plummeted This Fall, Survey Finds",General,real
"At Catholic Churches, Trump’s Immigration Crackdown Takes Center Stage",General,real
Friends Say a Suspect in the Louvre Heist Had Tried to Leave a Rough Past Behind,General,real
A Pill for Women’s Libido Meets a Cultural Moment,General,real
"In a Brutal Mississippi Jail, Inmates Say They Were Enlisted as Enforcers",General,real
"New Orleans Elects Exonerated Man, Calvin Duncan, as Criminal Court Clerk",General,real
"At a Shared Symbol of Jihad, the Taliban Defy Their Old Ties With Pakistan",General,real
Can Ken Burns Win the American Revolution?,General,real
Carter Anderson’s Jeans Are Gigantic. His Internet Fame Is Too.,General,real
Saudi Leader Looking Inward as He Comes to Washington,General,real
A Christian Answer to Trump and Trumpism Is Finally Here,General,real
Women Describe Horrors They Endured in Assad’s Prisons,General,real
New York Jets Player Kris Boyd Is Critically Wounded in Shooting,General,real
Trump-Style Candidate Heads to Runoff in Chile’s Election,General,real
Trump Gives Legs to South Korea’s Dream for Nuclear-Powered Subs,General,real
NFL broadcaster Cris Collinsworth rips late penalty against Lions as Eagles' defense dominates in win,General,real
Meghan Markle's beige Christmas collection sparks intense backlash after past royal color claims,General,real
"NFL Week 11 scores: Josh Allen's dominance lifts Bills to win, multiple games finish tight",General,real
Kylie Jenner posts nude photos on Instagram weeks after attending sister's birthday trip,General,real
‘Golden toilet’ scandal: Zelenskyy faces deepest crisis yet as allies accused in $100M wartime scheme,General,real
Broncos take commanding lead of AFC West with win as Chiefs' playoff hopes receive huge hit,General,real
"Charlie Kirk honored in Jerusalem as hundreds gather, including officials, clergy and Christians",General,real
Socialist wave reaches West Coast as Los Angeles Mayor Karen Bass gets a Mamdani-like challenger,General,real
Ex-Giants star Brandon Jacobs sends blunt warning to Jaxson Dart after concussion: 'Learn how to slide',General,real
"Ravens star fools Browns' defense with fake tush push, go-ahead TD run",General,real
Justin Trudeau's ex admits Katy Perry romance 'affects' her emotionally in candid interview,General,real
"NFL official collides with Broncos' Sean Payton, head coach receives penalty",General,real
"'Pawn Stars' Rick Harrison backs Trump on America's deadly fentanyl epidemic, fighting 'terrorist' dealers",General,real
Josh Allen's six touchdowns push Bills past Buccaneers in thriller,General,real
Dolphins star pitches Jerusalem for possible NFL international game,General,real
Eddie Murphy claims Yul Brynner made sexual proposition at his 21st birthday party at Studio 54,General,real
Hunter Biden urges Democrat to 'turn the temperature up' when pressed on extremism,General,real
Chiefs' Travis Kelce has words with Broncos defender during pivotal divisional matchup,General,real
NFL star quarterbacks banged up in Week 11 as players already feeling the pain,General,real
"Unexpected city tops list for stress-free getaways this year, according to new data",General,real
